Bear,Datetime_behavior_starts,Datetime_behavior_ends,Behavior,Comments
7,4/10/2015 23:18:03,4/10/2015 23:18:33,laying,resting
7,4/10/2015 23:20:03,4/10/2015 23:20:33,laying,resting
7,4/10/2015 23:22:03,4/10/2015 23:22:33,laying,resting
7,4/10/2015 23:24:03,4/10/2015 23:24:33,laying,resting
7,4/10/2015 23:26:03,4/10/2015 23:26:33,laying,resting
7,4/10/2015 23:28:03,4/10/2015 23:28:33,laying,resting
7,4/10/2015 23:30:03,4/10/2015 23:30:33,laying,moving head
7,4/10/2015 23:32:03,4/10/2015 23:32:30,adjusting,
7,4/10/2015 23:32:30,4/10/2015 23:32:33,laying,
7,4/10/2015 23:34:03,4/10/2015 23:34:33,laying,moving head
7,4/10/2015 23:36:03,4/10/2015 23:36:33,laying,resting
7,4/10/2015 23:38:03,4/10/2015 23:38:33,laying,resting
7,4/10/2015 23:40:03,4/10/2015 23:40:33,laying,resting
7,4/10/2015 23:42:03,4/10/2015 23:42:33,laying,resting
7,4/10/2015 23:44:03,4/10/2015 23:44:33,laying,resting
7,4/10/2015 23:46:03,4/10/2015 23:46:33,laying,resting
7,4/10/2015 23:48:03,4/10/2015 23:48:33,laying,resting
7,4/10/2015 23:50:03,4/10/2015 23:50:33,laying,resting
7,4/10/2015 23:52:03,4/10/2015 23:52:33,laying,resting
7,4/10/2015 23:54:03,4/10/2015 23:54:33,laying,resting
7,4/10/2015 23:56:03,4/10/2015 23:56:33,laying,resting
7,4/10/2015 23:58:03,4/10/2015 23:58:33,laying,resting
7,4/11/2015 0:00:03,4/11/2015 0:00:33,laying,resting
7,4/11/2015 0:02:03,4/11/2015 0:02:33,laying,resting
7,4/11/2015 0:04:03,4/11/2015 0:04:33,laying,resting
7,4/11/2015 0:06:03,4/11/2015 0:06:33,laying,moving head
7,4/11/2015 0:08:03,4/11/2015 0:08:33,adjusting,
7,4/11/2015 0:10:03,4/11/2015 0:10:33,sitting or laying,
7,4/11/2015 0:12:03,4/11/2015 0:12:17,adjusting,
7,4/11/2015 0:12:17,4/11/2015 0:12:23,eating snow,
7,4/11/2015 0:12:23,4/11/2015 0:12:24,adjusting,
7,4/11/2015 0:12:24,4/11/2015 0:12:33,sitting or standing,
7,4/11/2015 0:14:03,4/11/2015 0:14:14,unknown,
7,4/11/2015 0:14:14,4/11/2015 0:14:33,sitting or standing,
7,4/11/2015 0:16:03,4/11/2015 0:16:33,unknown,
7,4/11/2015 0:18:03,4/11/2015 0:18:33,unknown,
7,4/11/2015 0:20:03,4/11/2015 0:20:33,laying,moving head and licking snow
7,4/11/2015 0:22:03,4/11/2015 0:22:12,adjusting,
7,4/11/2015 0:22:12,4/11/2015 0:22:14,head shake,
7,4/11/2015 0:22:14,4/11/2015 0:22:15,adjusting,
7,4/11/2015 0:22:15,4/11/2015 0:22:25,sitting or laying,
7,4/11/2015 0:22:25,4/11/2015 0:22:26,adjusting,
7,4/11/2015 0:22:26,4/11/2015 0:22:28,head shake,
7,4/11/2015 0:22:28,4/11/2015 0:22:29,adjusting,
7,4/11/2015 0:22:29,4/11/2015 0:22:33,sitting or laying,
7,4/11/2015 0:24:03,4/11/2015 0:24:17,walking,
7,4/11/2015 0:24:17,4/11/2015 0:24:33,adjusting,
7,4/11/2015 0:26:03,4/11/2015 0:26:07,mixed,
7,4/11/2015 0:26:07,4/11/2015 0:26:12,head shake,
7,4/11/2015 0:26:12,4/11/2015 0:26:14,adjusting,
7,4/11/2015 0:26:14,4/11/2015 0:26:18,walking,
7,4/11/2015 0:26:18,4/11/2015 0:26:23,adjusting,
7,4/11/2015 0:26:23,4/11/2015 0:26:33,walking,
7,4/11/2015 0:28:03,4/11/2015 0:28:27,mixed,
7,4/11/2015 0:28:27,4/11/2015 0:28:33,sitting or standing,
7,4/11/2015 0:30:03,4/11/2015 0:30:15,sitting or standing,moving head
7,4/11/2015 0:30:15,4/11/2015 0:30:16,adjusting,
7,4/11/2015 0:30:16,4/11/2015 0:30:17,head shake,
7,4/11/2015 0:30:17,4/11/2015 0:30:20,adjusting,
7,4/11/2015 0:30:20,4/11/2015 0:30:33,sitting or standing,moving head and licking snow
7,4/11/2015 0:32:03,4/11/2015 0:32:33,eating snow,
7,4/11/2015 0:34:03,4/11/2015 0:34:07,adjusting,
7,4/11/2015 0:34:07,4/11/2015 0:34:16,walking,
7,4/11/2015 0:34:16,4/11/2015 0:34:18,adjusting,
7,4/11/2015 0:34:18,4/11/2015 0:34:22,sitting or standing,
7,4/11/2015 0:34:22,4/11/2015 0:34:33,mixed,
7,4/11/2015 0:36:03,4/11/2015 0:36:33,sitting or laying,
7,4/11/2015 0:38:03,4/11/2015 0:38:11,grooming,
7,4/11/2015 0:38:11,4/11/2015 0:38:15,adjusting,
7,4/11/2015 0:38:15,4/11/2015 0:38:19,laying,
7,4/11/2015 0:38:19,4/11/2015 0:38:22,adjusting,
7,4/11/2015 0:38:22,4/11/2015 0:38:33,grooming,
7,4/11/2015 0:40:03,4/11/2015 0:40:33,mixed,
7,4/11/2015 0:42:03,4/11/2015 0:42:33,grooming,
7,4/11/2015 0:44:03,4/11/2015 0:44:07,grooming,
7,4/11/2015 0:44:07,4/11/2015 0:44:18,adjusting,
7,4/11/2015 0:44:18,4/11/2015 0:44:33,laying,
7,4/11/2015 0:46:03,4/11/2015 0:46:33,laying,resting
7,4/11/2015 0:48:03,4/11/2015 0:48:33,laying,resting
7,4/11/2015 0:50:03,4/11/2015 0:50:33,laying,resting
7,4/11/2015 0:52:03,4/11/2015 0:52:33,laying,resting
7,4/11/2015 0:54:03,4/11/2015 0:54:33,laying,resting
7,4/11/2015 0:56:03,4/11/2015 0:56:33,laying,resting
7,4/11/2015 0:58:03,4/11/2015 0:58:33,laying,resting
7,4/11/2015 1:00:03,4/11/2015 1:00:33,laying,moving head
7,4/11/2015 1:02:03,4/11/2015 1:02:33,laying,resting
7,4/11/2015 1:04:03,4/11/2015 1:04:33,laying,moving head and resting
7,4/11/2015 1:06:03,4/11/2015 1:06:33,laying,resting
7,4/11/2015 1:08:03,4/11/2015 1:08:33,laying,resting
7,4/11/2015 1:10:03,4/11/2015 1:10:33,laying,resting
7,4/11/2015 1:12:03,4/11/2015 1:12:33,laying,resting
7,4/11/2015 1:14:03,4/11/2015 1:14:33,laying,resting
7,4/11/2015 1:16:03,4/11/2015 1:16:33,laying,resting
7,4/11/2015 1:18:03,4/11/2015 1:18:33,laying,resting
7,4/11/2015 1:20:03,4/11/2015 1:20:33,laying,resting
7,4/11/2015 1:22:03,4/11/2015 1:22:33,laying,resting
7,4/11/2015 1:24:03,4/11/2015 1:24:33,laying,resting
7,4/11/2015 1:26:03,4/11/2015 1:26:33,laying,resting
7,4/11/2015 1:28:03,4/11/2015 1:28:33,laying,resting
7,4/11/2015 1:30:03,4/11/2015 1:30:33,laying,resting
7,4/11/2015 1:32:03,4/11/2015 1:32:33,laying,resting
7,4/11/2015 1:34:03,4/11/2015 1:34:33,laying,resting
7,4/11/2015 1:36:03,4/11/2015 1:36:33,laying,resting
7,4/11/2015 1:38:03,4/11/2015 1:38:33,laying,resting
7,4/11/2015 1:40:03,4/11/2015 1:40:33,laying,resting
7,4/11/2015 1:42:03,4/11/2015 1:42:33,laying,resting
7,4/11/2015 1:44:03,4/11/2015 1:44:33,laying,resting
7,4/11/2015 1:46:03,4/11/2015 1:46:33,laying,resting
7,4/11/2015 1:48:03,4/11/2015 1:48:33,laying,resting
7,4/11/2015 1:50:03,4/11/2015 1:50:33,laying,resting
7,4/11/2015 1:52:03,4/11/2015 1:52:33,laying,resting
7,4/11/2015 1:54:03,4/11/2015 1:54:33,laying,resting
7,4/11/2015 1:56:03,4/11/2015 1:56:33,laying,resting
7,4/11/2015 1:58:03,4/11/2015 1:58:33,laying,resting
7,4/11/2015 2:00:03,4/11/2015 2:00:33,laying,resting
7,4/11/2015 2:02:03,4/11/2015 2:02:33,laying,resting
7,4/11/2015 2:04:03,4/11/2015 2:04:33,laying,resting
7,4/11/2015 2:06:03,4/11/2015 2:06:33,laying,resting
7,4/11/2015 2:08:03,4/11/2015 2:08:33,laying,resting
7,4/11/2015 2:10:03,4/11/2015 2:10:33,laying,resting
7,4/11/2015 2:12:03,4/11/2015 2:12:33,laying,resting
7,4/11/2015 2:14:03,4/11/2015 2:14:33,laying,resting
7,4/11/2015 2:16:03,4/11/2015 2:16:33,laying,resting
7,4/11/2015 2:18:03,4/11/2015 2:18:33,laying,resting
7,4/11/2015 2:20:03,4/11/2015 2:20:33,laying,resting
7,4/11/2015 2:22:03,4/11/2015 2:22:33,laying,resting
7,4/11/2015 2:24:03,4/11/2015 2:24:33,laying,resting
7,4/11/2015 2:26:03,4/11/2015 2:26:33,laying,moving head
7,4/11/2015 2:28:03,4/11/2015 2:28:33,laying,moving head
7,4/11/2015 2:30:03,4/11/2015 2:30:33,laying,resting
7,4/11/2015 2:32:03,4/11/2015 2:32:33,laying,resting
7,4/11/2015 2:34:03,4/11/2015 2:34:33,laying,resting
7,4/11/2015 2:36:03,4/11/2015 2:36:33,laying,resting
7,4/11/2015 2:38:03,4/11/2015 2:38:33,laying,resting
7,4/11/2015 2:40:03,4/11/2015 2:40:33,laying,resting
7,4/11/2015 2:42:03,4/11/2015 2:42:33,laying,resting
7,4/11/2015 2:44:03,4/11/2015 2:44:33,laying,resting
7,4/11/2015 2:46:03,4/11/2015 2:46:33,laying,resting
7,4/11/2015 2:48:03,4/11/2015 2:48:33,laying,resting
7,4/11/2015 2:50:03,4/11/2015 2:50:33,laying,resting
7,4/11/2015 2:52:03,4/11/2015 2:52:33,laying,resting
7,4/11/2015 2:54:03,4/11/2015 2:54:33,laying,moving head and resting
7,4/11/2015 2:56:03,4/11/2015 2:56:33,laying,resting
7,4/11/2015 2:58:03,4/11/2015 2:58:33,laying,resting
7,4/11/2015 3:00:03,4/11/2015 3:00:33,laying,resting
7,4/11/2015 3:02:03,4/11/2015 3:02:33,laying,moving head and resting
7,4/11/2015 3:04:03,4/11/2015 3:04:33,laying,moving head
7,4/11/2015 3:06:03,4/11/2015 3:06:33,laying,moving head
7,4/11/2015 3:08:03,4/11/2015 3:08:33,laying,moving head
7,4/11/2015 3:10:03,4/11/2015 3:10:33,sitting or laying,moving head
7,4/11/2015 3:12:03,4/11/2015 3:12:33,sitting or laying,moving head
7,4/11/2015 3:14:03,4/11/2015 3:14:33,grooming,
7,4/11/2015 3:16:03,4/11/2015 3:16:33,digging,digging in snow
7,4/11/2015 3:18:03,4/11/2015 3:18:33,digging,digging in snow
7,4/11/2015 3:20:03,4/11/2015 3:20:33,sitting or standing,moving head
7,4/11/2015 3:22:03,4/11/2015 3:22:06,digging,digging in snow
7,4/11/2015 3:22:06,4/11/2015 3:22:09,adjusting,
7,4/11/2015 3:22:09,4/11/2015 3:22:33,digging,digging in snow
7,4/11/2015 3:24:03,4/11/2015 3:24:33,eating snow,eating and digging at snow/ice
7,4/11/2015 3:26:03,4/11/2015 3:26:33,eating snow,eating and digging at snow/ice
7,4/11/2015 3:28:03,4/11/2015 3:28:18,laying,moving head
7,4/11/2015 3:28:18,4/11/2015 3:28:20,adjusting,
7,4/11/2015 3:28:20,4/11/2015 3:28:21,head shake,
7,4/11/2015 3:28:21,4/11/2015 3:28:23,adjusting,
7,4/11/2015 3:28:23,4/11/2015 3:28:33,laying,moving head
7,4/11/2015 3:30:03,4/11/2015 3:30:16,mixed,
7,4/11/2015 3:30:16,4/11/2015 3:30:20,sitting or standing,
7,4/11/2015 3:30:20,4/11/2015 3:30:33,mixed,
7,4/11/2015 3:32:03,4/11/2015 3:32:33,sitting or laying,moving head
7,4/11/2015 3:34:03,4/11/2015 3:34:09,sitting or standing,
7,4/11/2015 3:34:09,4/11/2015 3:34:20,adjusting,
7,4/11/2015 3:34:20,4/11/2015 3:34:33,sitting or laying,moving head
7,4/11/2015 3:36:03,4/11/2015 3:36:06,sitting or laying,moving head
7,4/11/2015 3:36:06,4/11/2015 3:36:07,adjusting,
7,4/11/2015 3:36:07,4/11/2015 3:36:09,head shake,
7,4/11/2015 3:36:09,4/11/2015 3:36:17,adjusting,
7,4/11/2015 3:36:17,4/11/2015 3:36:24,sitting or laying,moving head
7,4/11/2015 3:36:24,4/11/2015 3:36:33,mixed,
7,4/11/2015 3:38:03,4/11/2015 3:38:16,mixed,
7,4/11/2015 3:38:16,4/11/2015 3:38:33,eating snow,
7,4/11/2015 3:40:03,4/11/2015 3:40:33,walking,
7,4/11/2015 3:42:03,4/11/2015 3:42:04,sitting or standing,
7,4/11/2015 3:42:04,4/11/2015 3:42:13,adjusting,
7,4/11/2015 3:42:13,4/11/2015 3:42:16,sitting or laying,moving head
7,4/11/2015 3:42:16,4/11/2015 3:42:18,adjusting,
7,4/11/2015 3:42:18,4/11/2015 3:42:33,eating snow,
7,4/11/2015 3:44:03,4/11/2015 3:44:10,sitting or laying,
7,4/11/2015 3:44:10,4/11/2015 3:44:27,unknown,lens obscured
7,4/11/2015 3:44:27,4/11/2015 3:44:33,sitting or laying,
7,4/11/2015 3:46:03,4/11/2015 3:46:33,laying,moving head and resting
7,4/11/2015 3:48:03,4/11/2015 3:48:04,grooming,
7,4/11/2015 3:48:04,4/11/2015 3:48:13,adjusting,
7,4/11/2015 3:48:13,4/11/2015 3:48:28,grooming,
7,4/11/2015 3:48:28,4/11/2015 3:48:33,adjusting,
7,4/11/2015 3:50:03,4/11/2015 3:50:09,sitting or laying,moving head
7,4/11/2015 3:50:09,4/11/2015 3:50:33,adjusting,
7,4/11/2015 3:52:03,4/11/2015 3:52:14,digging,digging in snow
7,4/11/2015 3:52:14,4/11/2015 3:52:19,adjusting,
7,4/11/2015 3:52:19,4/11/2015 3:52:21,head shake,
7,4/11/2015 3:52:21,4/11/2015 3:52:23,adjusting,
7,4/11/2015 3:52:23,4/11/2015 3:52:25,head shake,
7,4/11/2015 3:52:25,4/11/2015 3:52:33,adjusting,
7,4/11/2015 3:54:03,4/11/2015 3:54:20,laying,moving head
7,4/11/2015 3:54:20,4/11/2015 3:54:21,adjusting,
7,4/11/2015 3:54:21,4/11/2015 3:54:22,head shake,
7,4/11/2015 3:54:22,4/11/2015 3:54:23,adjusting,
7,4/11/2015 3:54:23,4/11/2015 3:54:33,sitting or laying,moving head
7,4/11/2015 3:56:03,4/11/2015 3:56:16,grooming,
7,4/11/2015 3:56:16,4/11/2015 3:56:23,adjusting,
7,4/11/2015 3:56:23,4/11/2015 3:56:33,grooming,
7,4/11/2015 3:58:03,4/11/2015 3:58:33,grooming,
7,4/11/2015 4:00:03,4/11/2015 4:00:18,grooming,
7,4/11/2015 4:00:18,4/11/2015 4:00:21,adjusting,
7,4/11/2015 4:00:21,4/11/2015 4:00:31,laying,moving head
7,4/11/2015 4:00:31,4/11/2015 4:00:33,adjusting,
7,4/11/2015 4:02:03,4/11/2015 4:02:33,laying,resting
7,4/11/2015 4:04:03,4/11/2015 4:04:33,laying,resting
7,4/11/2015 4:06:03,4/11/2015 4:06:33,laying,resting
7,4/11/2015 4:08:03,4/11/2015 4:08:33,laying,resting
7,4/11/2015 4:10:03,4/11/2015 4:10:33,laying,resting
7,4/11/2015 4:12:03,4/11/2015 4:12:33,laying,resting
7,4/11/2015 4:14:03,4/11/2015 4:14:33,laying,resting
7,4/11/2015 4:16:03,4/11/2015 4:16:33,laying,resting
7,4/11/2015 4:18:03,4/11/2015 4:18:33,laying,resting
7,4/11/2015 4:20:03,4/11/2015 4:20:33,laying,resting
7,4/11/2015 4:22:03,4/11/2015 4:22:33,laying,resting
7,4/11/2015 4:24:03,4/11/2015 4:24:33,laying,resting
7,4/11/2015 4:26:03,4/11/2015 4:26:33,laying,resting
7,4/11/2015 4:28:03,4/11/2015 4:28:33,laying,resting
7,4/11/2015 4:30:03,4/11/2015 4:30:33,laying,resting
7,4/11/2015 4:32:03,4/11/2015 4:32:33,laying,resting
7,4/11/2015 4:34:03,4/11/2015 4:34:33,laying,moving head and resting
7,4/11/2015 4:36:03,4/11/2015 4:36:33,laying,moving head and resting
7,4/11/2015 4:38:03,4/11/2015 4:38:33,unknown,
7,4/11/2015 4:40:03,4/11/2015 4:40:33,laying,resting
7,4/11/2015 4:42:03,4/11/2015 4:42:33,laying,resting
7,4/11/2015 4:44:03,4/11/2015 4:44:33,laying,resting
7,4/11/2015 4:46:03,4/11/2015 4:46:33,laying,resting
7,4/11/2015 4:48:03,4/11/2015 4:48:33,laying,resting
7,4/11/2015 4:50:03,4/11/2015 4:50:33,laying,resting
7,4/11/2015 4:52:03,4/11/2015 4:52:33,laying,resting
7,4/11/2015 4:54:03,4/11/2015 4:54:33,laying,resting
7,4/11/2015 4:56:03,4/11/2015 4:56:33,laying,resting
7,4/11/2015 4:58:03,4/11/2015 4:58:33,laying,resting
7,4/11/2015 5:00:03,4/11/2015 5:00:33,laying,resting
7,4/11/2015 5:02:03,4/11/2015 5:02:33,laying,resting
7,4/11/2015 5:04:03,4/11/2015 5:04:33,laying,resting
7,4/11/2015 5:06:03,4/11/2015 5:06:33,laying,moving head and resting
7,4/11/2015 5:08:03,4/11/2015 5:08:33,laying,resting
7,4/11/2015 5:10:03,4/11/2015 5:10:33,laying,resting
7,4/11/2015 5:12:03,4/11/2015 5:12:33,laying,resting
7,4/11/2015 5:14:03,4/11/2015 5:14:33,laying,resting
7,4/11/2015 5:16:03,4/11/2015 5:16:33,laying,resting
7,4/11/2015 5:18:03,4/11/2015 5:18:33,laying,resting
7,4/11/2015 5:20:03,4/11/2015 5:20:33,laying,resting
7,4/11/2015 5:22:03,4/11/2015 5:22:33,laying,resting
7,4/11/2015 5:24:03,4/11/2015 5:24:33,laying,resting
7,4/11/2015 5:26:03,4/11/2015 5:26:33,laying,resting
7,4/11/2015 5:28:03,4/11/2015 5:28:33,laying,moving head and resting
7,4/11/2015 5:30:03,4/11/2015 5:30:33,laying,resting
7,4/11/2015 5:32:03,4/11/2015 5:32:33,laying,resting
7,4/11/2015 5:34:03,4/11/2015 5:34:33,laying,resting
7,4/11/2015 5:36:03,4/11/2015 5:36:33,laying,resting
7,4/11/2015 5:38:03,4/11/2015 5:38:33,laying,resting
7,4/11/2015 5:40:03,4/11/2015 5:40:33,laying,moving head and resting
7,4/11/2015 5:42:03,4/11/2015 5:42:33,laying,resting
7,4/11/2015 5:44:03,4/11/2015 5:44:33,laying,resting
7,4/11/2015 5:46:03,4/11/2015 5:46:33,laying,resting
7,4/11/2015 5:48:03,4/11/2015 5:48:33,laying,resting
7,4/11/2015 5:50:03,4/11/2015 5:50:33,laying,resting
7,4/11/2015 5:52:03,4/11/2015 5:52:33,laying,resting
7,4/11/2015 5:54:03,4/11/2015 5:54:33,laying,resting
7,4/11/2015 5:56:03,4/11/2015 5:56:33,laying,resting
7,4/11/2015 5:58:03,4/11/2015 5:58:33,laying,resting
7,4/11/2015 16:00:03,4/11/2015 16:01:03,laying,resting
7,4/11/2015 16:02:03,4/11/2015 16:03:03,laying,resting
7,4/11/2015 16:04:03,4/11/2015 16:05:03,laying,resting
7,4/11/2015 16:06:03,4/11/2015 16:07:03,laying,resting
7,4/11/2015 16:08:03,4/11/2015 16:09:03,laying,resting
7,4/11/2015 16:10:03,4/11/2015 16:11:03,laying,resting
7,4/11/2015 16:12:03,4/11/2015 16:13:03,laying,resting
7,4/11/2015 16:14:03,4/11/2015 16:15:03,laying,resting
7,4/11/2015 16:16:03,4/11/2015 16:17:03,laying,resting
7,4/11/2015 16:18:03,4/11/2015 16:19:03,laying,resting
7,4/11/2015 16:20:03,4/11/2015 16:21:03,laying,moving head and resting
7,4/11/2015 16:22:03,4/11/2015 16:23:03,laying,moving head and resting
7,4/11/2015 16:24:03,4/11/2015 16:25:03,laying,moving head and resting
7,4/11/2015 16:26:03,4/11/2015 16:27:03,laying,resting
7,4/11/2015 16:28:03,4/11/2015 16:29:03,laying,resting
7,4/11/2015 16:30:03,4/11/2015 16:31:03,laying,resting
7,4/11/2015 16:32:03,4/11/2015 16:33:03,laying,resting
7,4/11/2015 16:34:03,4/11/2015 16:35:03,laying,resting
7,4/11/2015 16:36:03,4/11/2015 16:37:03,laying,resting
7,4/11/2015 16:38:03,4/11/2015 16:39:03,laying,resting
7,4/11/2015 16:40:03,4/11/2015 16:41:03,laying,resting
7,4/11/2015 16:42:03,4/11/2015 16:43:03,laying,resting
7,4/11/2015 16:44:03,4/11/2015 16:45:03,laying,resting
7,4/11/2015 16:46:03,4/11/2015 16:47:03,laying,resting
7,4/11/2015 16:48:03,4/11/2015 16:49:03,laying,resting
7,4/11/2015 16:50:03,4/11/2015 16:51:03,laying,resting
7,4/11/2015 16:52:03,4/11/2015 16:53:03,laying,resting
7,4/11/2015 16:54:03,4/11/2015 16:54:47,sitting or laying,moving head
7,4/11/2015 16:54:47,4/11/2015 16:54:48,adjusting,
7,4/11/2015 16:54:48,4/11/2015 16:54:50,head shake,
7,4/11/2015 16:54:50,4/11/2015 16:54:51,adjusting,
7,4/11/2015 16:54:51,4/11/2015 16:55:03,sitting or laying,
7,4/11/2015 16:56:03,4/11/2015 16:57:03,laying,moving head and resting
7,4/11/2015 16:58:03,4/11/2015 16:59:03,laying,moving head and resting
7,4/11/2015 17:00:03,4/11/2015 17:01:03,laying,resting
7,4/11/2015 17:02:03,4/11/2015 17:03:03,laying,resting
7,4/11/2015 17:04:03,4/11/2015 17:05:03,laying,resting
7,4/11/2015 17:06:03,4/11/2015 17:07:03,laying,resting
7,4/11/2015 17:08:03,4/11/2015 17:09:03,laying,moving head
7,4/11/2015 17:10:03,4/11/2015 17:10:14,sitting or laying,moving head
7,4/11/2015 17:10:14,4/11/2015 17:10:15,adjusting,
7,4/11/2015 17:10:15,4/11/2015 17:10:16,head shake,
7,4/11/2015 17:10:16,4/11/2015 17:10:17,adjusting,
7,4/11/2015 17:10:17,4/11/2015 17:11:00,sitting or laying,moving head
7,4/11/2015 17:11:00,4/11/2015 17:11:01,adjusting,
7,4/11/2015 17:11:01,4/11/2015 17:11:03,head shake,
7,4/11/2015 17:12:03,4/11/2015 17:13:03,sitting or laying,moving head
7,4/11/2015 17:14:03,4/11/2015 17:14:11,mixed,
7,4/11/2015 17:14:11,4/11/2015 17:15:03,laying,moving head
7,4/11/2015 17:16:03,4/11/2015 17:17:03,laying,moving head and resting
7,4/11/2015 17:18:03,4/11/2015 17:19:03,laying,resting
7,4/11/2015 17:20:03,4/11/2015 17:21:03,laying,resting
7,4/11/2015 17:22:03,4/11/2015 17:23:03,laying,resting
7,4/11/2015 17:24:03,4/11/2015 17:25:03,laying,resting
7,4/11/2015 17:26:03,4/11/2015 17:27:03,laying,resting
7,4/11/2015 17:28:03,4/11/2015 17:29:03,laying,resting
7,4/11/2015 17:30:03,4/11/2015 17:31:03,laying,resting
7,4/11/2015 17:32:03,4/11/2015 17:33:03,laying,resting
7,4/11/2015 17:34:03,4/11/2015 17:35:03,laying,resting
7,4/11/2015 17:36:03,4/11/2015 17:37:03,laying,resting
7,4/11/2015 17:38:03,4/11/2015 17:39:03,laying,resting
7,4/11/2015 17:40:03,4/11/2015 17:41:03,laying,resting
7,4/11/2015 17:42:03,4/11/2015 17:43:03,laying,resting
7,4/11/2015 17:44:03,4/11/2015 17:45:03,laying,resting
7,4/11/2015 17:46:03,4/11/2015 17:47:03,laying,resting
7,4/11/2015 17:48:03,4/11/2015 17:49:03,laying,resting
7,4/11/2015 17:50:03,4/11/2015 17:51:03,laying,resting
7,4/11/2015 17:52:03,4/11/2015 17:53:03,laying,resting
7,4/11/2015 17:54:03,4/11/2015 17:55:03,laying,resting
7,4/11/2015 17:56:03,4/11/2015 17:57:03,laying,resting
7,4/11/2015 17:58:03,4/11/2015 17:59:03,laying,resting
7,4/11/2015 18:00:03,4/11/2015 18:01:03,laying,resting
7,4/11/2015 18:02:03,4/11/2015 18:03:03,laying,resting
7,4/11/2015 18:04:03,4/11/2015 18:05:03,laying,resting
7,4/11/2015 18:06:03,4/11/2015 18:07:03,laying,resting
7,4/11/2015 18:08:03,4/11/2015 18:09:03,laying,resting
7,4/11/2015 18:10:03,4/11/2015 18:11:03,laying,resting
7,4/11/2015 18:12:03,4/11/2015 18:13:03,laying,resting
7,4/11/2015 18:14:03,4/11/2015 18:15:03,laying,resting
7,4/11/2015 18:16:03,4/11/2015 18:17:03,laying,resting
7,4/11/2015 18:18:03,4/11/2015 18:19:03,laying,resting
7,4/11/2015 18:20:03,4/11/2015 18:21:03,laying,resting
7,4/11/2015 18:22:03,4/11/2015 18:23:03,laying,resting
7,4/11/2015 18:24:03,4/11/2015 18:24:31,laying,moving head
7,4/11/2015 18:24:31,4/11/2015 18:24:32,adjusting,
7,4/11/2015 18:24:32,4/11/2015 18:24:35,head shake,
7,4/11/2015 18:24:35,4/11/2015 18:24:37,adjusting,
7,4/11/2015 18:24:37,4/11/2015 18:25:03,laying,moving head and resting
7,4/11/2015 18:26:03,4/11/2015 18:27:03,laying,resting
7,4/11/2015 18:28:03,4/11/2015 18:29:03,laying,resting
7,4/11/2015 18:30:03,4/11/2015 18:31:03,laying,resting
7,4/11/2015 18:32:03,4/11/2015 18:33:03,laying,resting
7,4/11/2015 18:34:03,4/11/2015 18:35:03,laying,resting
7,4/11/2015 18:36:03,4/11/2015 18:37:03,laying,resting
7,4/11/2015 18:38:03,4/11/2015 18:39:03,laying,resting
7,4/11/2015 18:40:03,4/11/2015 18:41:03,laying,resting
7,4/11/2015 18:42:03,4/11/2015 18:43:03,laying,resting
7,4/11/2015 18:44:03,4/11/2015 18:45:03,laying,resting
7,4/11/2015 18:46:03,4/11/2015 18:47:03,laying,resting
7,4/11/2015 18:48:03,4/11/2015 18:49:03,laying,moving head and resting
7,4/11/2015 18:50:03,4/11/2015 18:51:03,sitting or laying,moving head
7,4/11/2015 18:52:03,4/11/2015 18:53:03,laying,resting
7,4/11/2015 18:54:03,4/11/2015 18:55:03,laying,resting
7,4/11/2015 18:56:03,4/11/2015 18:57:03,laying,resting
7,4/11/2015 18:58:03,4/11/2015 18:59:03,laying,resting
7,4/11/2015 19:00:03,4/11/2015 19:01:03,laying,resting
7,4/11/2015 19:02:03,4/11/2015 19:03:03,laying,resting
7,4/11/2015 19:04:03,4/11/2015 19:05:03,laying,resting
7,4/11/2015 19:06:03,4/11/2015 19:07:03,laying,resting
7,4/11/2015 19:08:03,4/11/2015 19:09:03,laying,resting
7,4/11/2015 19:10:03,4/11/2015 19:11:03,laying,resting
7,4/11/2015 19:12:03,4/11/2015 19:13:03,laying,resting
7,4/11/2015 19:14:03,4/11/2015 19:15:03,laying,resting
7,4/11/2015 19:16:03,4/11/2015 19:17:03,laying,resting
7,4/11/2015 19:18:03,4/11/2015 19:19:03,laying,resting
7,4/11/2015 19:20:03,4/11/2015 19:21:03,laying,resting
7,4/11/2015 19:22:03,4/11/2015 19:23:03,laying,resting
7,4/11/2015 19:24:03,4/11/2015 19:25:03,laying,resting
7,4/11/2015 19:26:03,4/11/2015 19:27:03,laying,resting
7,4/11/2015 19:28:03,4/11/2015 19:29:03,laying,resting
7,4/11/2015 19:30:03,4/11/2015 19:31:03,laying,resting
7,4/11/2015 19:32:03,4/11/2015 19:33:03,laying,resting
7,4/11/2015 19:34:03,4/11/2015 19:35:03,laying,resting
7,4/11/2015 19:36:03,4/11/2015 19:37:03,laying,resting
7,4/11/2015 19:38:03,4/11/2015 19:39:03,laying,resting
7,4/11/2015 19:40:03,4/11/2015 19:41:03,laying,resting
7,4/11/2015 19:42:03,4/11/2015 19:43:03,laying,resting
7,4/11/2015 19:44:03,4/11/2015 19:45:03,laying,resting
7,4/11/2015 19:46:03,4/11/2015 19:47:03,laying,resting
7,4/11/2015 19:48:03,4/11/2015 19:49:03,laying,resting
