Bear,Datetime_behavior_starts,Datetime_behavior_ends,Behavior,Comments
2,4/16/2014 2:04:00,4/16/2014 2:04:33,breeding,standing with some head movement
2,4/16/2014 2:06:00,4/16/2014 2:06:33,breeding,standing with some head movement
2,4/16/2014 2:08:00,4/16/2014 2:08:33,breeding,"standing with some head movement, turns around and can see male at end of clip"
2,4/16/2014 2:10:00,4/16/2014 2:10:33,sitting or laying,looking around
2,4/16/2014 2:12:00,4/16/2014 2:12:33,laying,resting
2,4/16/2014 2:14:00,4/16/2014 2:14:33,laying,resting
2,4/16/2014 2:16:00,4/16/2014 2:16:33,laying,resting
2,4/16/2014 2:18:00,4/16/2014 2:18:33,laying,resting
2,4/16/2014 2:20:00,4/16/2014 2:20:33,laying,resting
2,4/16/2014 2:22:00,4/16/2014 2:22:33,laying,resting
2,4/16/2014 2:24:00,4/16/2014 2:24:33,laying,resting
2,4/16/2014 2:26:00,4/16/2014 2:26:33,laying,resting
2,4/16/2014 2:28:00,4/16/2014 2:28:33,laying,resting and some head movement
2,4/16/2014 2:30:00,4/16/2014 2:30:33,laying,resting
2,4/16/2014 2:32:00,4/16/2014 2:32:33,laying,resting
2,4/16/2014 2:34:00,4/16/2014 2:34:33,laying,resting
2,4/16/2014 2:36:00,4/16/2014 2:36:33,laying,resting
2,4/16/2014 2:38:00,4/16/2014 2:38:33,laying,resting
2,4/16/2014 2:40:00,4/16/2014 2:40:33,laying,resting
2,4/16/2014 2:42:00,4/16/2014 2:42:33,laying,resting
2,4/16/2014 2:44:00,4/16/2014 2:44:33,laying,resting
2,4/16/2014 2:46:00,4/16/2014 2:46:33,laying,resting
2,4/16/2014 2:48:00,4/16/2014 2:48:33,laying,resting
2,4/16/2014 2:50:00,4/16/2014 2:50:33,laying,resting
2,4/16/2014 2:52:00,4/16/2014 2:52:33,laying,resting
2,4/16/2014 2:54:00,4/16/2014 2:54:33,laying,resting
2,4/16/2014 2:56:00,4/16/2014 2:56:33,laying,resting
2,4/16/2014 2:58:00,4/16/2014 2:58:33,laying,resting
2,4/16/2014 3:00:00,4/16/2014 3:00:33,laying,some head movement
2,4/16/2014 3:02:00,4/16/2014 3:02:33,laying,"head movement, rubbing against snow"
2,4/16/2014 3:04:00,4/16/2014 3:04:33,laying,resting
2,4/16/2014 3:06:00,4/16/2014 3:06:33,laying,resting
2,4/16/2014 3:08:00,4/16/2014 3:08:33,laying,resting
2,4/16/2014 3:10:00,4/16/2014 3:10:33,laying,resting
2,4/16/2014 3:12:00,4/16/2014 3:12:33,laying,resting
2,4/16/2014 3:14:00,4/16/2014 3:14:33,laying,resting
2,4/16/2014 3:16:00,4/16/2014 3:16:33,laying,resting
2,4/16/2014 3:18:00,4/16/2014 3:18:33,laying,resting and some head movement
2,4/16/2014 3:20:00,4/16/2014 3:20:33,laying,resting
2,4/16/2014 3:22:00,4/16/2014 3:22:33,laying,resting
2,4/16/2014 3:24:00,4/16/2014 3:24:33,laying,resting
2,4/16/2014 3:26:00,4/16/2014 3:26:33,laying,resting
2,4/16/2014 3:28:00,4/16/2014 3:28:33,laying,resting
2,4/16/2014 3:30:00,4/16/2014 3:30:33,laying,resting
2,4/16/2014 3:32:00,4/16/2014 3:32:33,laying,resting
2,4/16/2014 3:34:00,4/16/2014 3:34:33,laying,resting
2,4/16/2014 3:36:00,4/16/2014 3:36:33,laying,"resting and some head movement, lens partially obscurred by snow"
2,4/16/2014 3:38:00,4/16/2014 3:38:33,laying,resting
2,4/16/2014 3:40:00,4/16/2014 3:40:33,laying,resting
2,4/16/2014 3:42:00,4/16/2014 3:42:33,laying,resting
2,4/16/2014 3:44:00,4/16/2014 3:44:33,laying,resting
2,4/16/2014 3:46:00,4/16/2014 3:46:33,laying,"resting and some head movement, lens partially obscurred by snow"
2,4/16/2014 3:48:00,4/16/2014 3:48:33,laying,some head movement
2,4/16/2014 3:50:00,4/16/2014 3:50:33,laying,"resting and some head movement, lens partially obscurred by snow"
2,4/16/2014 3:52:00,4/16/2014 3:52:33,laying,some head movement
2,4/16/2014 3:54:00,4/16/2014 3:54:33,laying,some head movement
2,4/16/2014 3:56:00,4/16/2014 3:56:33,laying,some head movement
2,4/16/2014 3:58:00,4/16/2014 3:58:33,grooming,while laying
2,4/16/2014 4:00:00,4/16/2014 4:00:33,laying,some head movement
2,4/16/2014 4:02:00,4/16/2014 4:02:33,laying,looking around
2,4/16/2014 4:04:00,4/16/2014 4:04:33,laying,looking around
2,4/16/2014 4:06:00,4/16/2014 4:06:33,sitting or standing,looking around and then walking briefly at end of clip
2,4/16/2014 4:08:00,4/16/2014 4:08:33,sitting or standing,and some walking
2,4/16/2014 4:10:00,4/16/2014 4:10:33,sitting or laying,"resting, lens mostly obscurred"
2,4/16/2014 4:12:00,4/16/2014 4:12:33,sitting or laying,"resting, lens mostly obscurred"
2,4/16/2014 4:14:00,4/16/2014 4:14:33,sitting or laying,"resting, lens mostly obscurred"
2,4/16/2014 4:16:00,4/16/2014 4:16:33,sitting or laying,"resting, lens mostly obscurred"
2,4/16/2014 4:18:00,4/16/2014 4:18:33,grooming,while laying
2,4/16/2014 4:20:00,4/16/2014 4:20:33,grooming,while laying
2,4/16/2014 4:22:00,4/16/2014 4:22:33,mixed,walking and then stopping to smell and dig at snow and look around
2,4/16/2014 4:24:00,4/16/2014 4:24:33,laying,head movement and grooming
2,4/16/2014 4:26:00,4/16/2014 4:26:33,grooming,while laying
2,4/16/2014 4:28:00,4/16/2014 4:28:33,grooming,while laying
2,4/16/2014 4:30:00,4/16/2014 4:30:33,laying,looking around and some grooming
2,4/16/2014 4:32:00,4/16/2014 4:32:33,grooming,while laying
2,4/16/2014 4:34:00,4/16/2014 4:34:33,laying,looking around
2,4/16/2014 4:36:00,4/16/2014 4:36:33,laying,resting
2,4/16/2014 4:38:00,4/16/2014 4:38:33,laying,resting
2,4/16/2014 4:40:00,4/16/2014 4:40:33,laying,resting
2,4/16/2014 4:42:00,4/16/2014 4:42:33,laying,resting
2,4/16/2014 4:44:00,4/16/2014 4:44:33,laying,resting
2,4/16/2014 4:46:00,4/16/2014 4:46:33,laying,resting
2,4/16/2014 4:48:00,4/16/2014 4:48:33,laying,resting
2,4/16/2014 4:50:00,4/16/2014 4:50:33,laying,resting and looking around
2,4/16/2014 4:52:00,4/16/2014 4:52:33,laying,resting
2,4/16/2014 4:54:00,4/16/2014 4:54:33,laying,resting and some head movement
2,4/16/2014 4:56:00,4/16/2014 4:56:33,laying,resting
2,4/16/2014 4:58:00,4/16/2014 4:58:33,laying,resting and some head movement
2,4/16/2014 16:00:00,4/16/2014 16:01:03,laying,resting and some head movement
2,4/16/2014 16:02:00,4/16/2014 16:03:12,laying,resting
2,4/16/2014 16:04:00,4/16/2014 16:05:13,laying,resting
2,4/16/2014 16:06:00,4/16/2014 16:07:13,laying,resting
2,4/16/2014 16:08:00,4/16/2014 16:09:13,laying,resting
2,4/16/2014 16:10:00,4/16/2014 16:11:13,laying,resting and some head movement
2,4/16/2014 16:12:00,4/16/2014 16:13:13,laying,resting and some head movement
2,4/16/2014 16:14:00,4/16/2014 16:15:13,laying,resting
2,4/16/2014 16:16:00,4/16/2014 16:17:13,laying,resting
2,4/16/2014 16:18:00,4/16/2014 16:19:13,laying,resting
2,4/16/2014 16:20:00,4/16/2014 16:21:13,laying,resting
2,4/16/2014 16:22:00,4/16/2014 16:23:13,laying,resting and some head movement
2,4/16/2014 16:24:00,4/16/2014 16:25:13,laying,resting
2,4/16/2014 16:26:00,4/16/2014 16:27:13,laying,resting
2,4/16/2014 16:28:00,4/16/2014 16:29:13,laying,resting
2,4/16/2014 16:30:00,4/16/2014 16:31:13,laying,resting
2,4/16/2014 16:32:00,4/16/2014 16:33:13,laying,resting
2,4/16/2014 16:34:00,4/16/2014 16:35:13,laying,resting
2,4/16/2014 16:36:00,4/16/2014 16:37:13,laying,resting
2,4/16/2014 16:38:00,4/16/2014 16:39:13,laying,resting
2,4/16/2014 16:40:00,4/16/2014 16:41:13,laying,resting
2,4/16/2014 16:42:00,4/16/2014 16:43:13,laying,resting
2,4/16/2014 16:44:00,4/16/2014 16:45:13,laying,head movement - rubbing head against snow and resting
2,4/16/2014 16:46:00,4/16/2014 16:47:13,laying,resting
2,4/16/2014 16:48:00,4/16/2014 16:49:13,laying,resting
2,4/16/2014 16:50:00,4/16/2014 16:51:13,laying,resting
2,4/16/2014 16:52:00,4/16/2014 16:53:13,laying,resting and some head movement
2,4/16/2014 16:54:00,4/16/2014 16:55:13,laying,resting and some head movement
2,4/16/2014 16:56:00,4/16/2014 16:57:13,laying,resting
2,4/16/2014 16:58:00,4/16/2014 16:59:13,laying,resting
2,4/16/2014 17:00:00,4/16/2014 17:01:13,laying,resting
2,4/16/2014 17:02:00,4/16/2014 17:03:13,laying,resting
2,4/16/2014 17:04:00,4/16/2014 17:05:13,laying,resting
2,4/16/2014 17:06:00,4/16/2014 17:07:13,laying,resting
2,4/16/2014 17:08:00,4/16/2014 17:09:13,laying,resting
2,4/16/2014 17:10:00,4/16/2014 17:11:13,laying,resting
2,4/16/2014 17:12:00,4/16/2014 17:13:13,laying,resting
2,4/16/2014 17:14:00,4/16/2014 17:15:13,laying,resting
2,4/16/2014 17:16:00,4/16/2014 17:17:13,laying,resting
2,4/16/2014 17:18:00,4/16/2014 17:19:13,laying,resting
2,4/16/2014 17:20:00,4/16/2014 17:21:13,laying,resting and some head movement
2,4/16/2014 17:22:00,4/16/2014 17:23:13,laying,resting and some head movement
2,4/16/2014 17:24:00,4/16/2014 17:25:13,laying,resting and head movement
2,4/16/2014 17:26:00,4/16/2014 17:27:13,laying,resting
2,4/16/2014 17:28:00,4/16/2014 17:29:13,laying,resting
2,4/16/2014 17:30:00,4/16/2014 17:31:13,laying,resting
2,4/16/2014 17:32:00,4/16/2014 17:33:13,laying,resting
2,4/16/2014 17:34:00,4/16/2014 17:35:13,laying,resting
2,4/16/2014 17:36:00,4/16/2014 17:37:13,laying,resting
2,4/16/2014 17:38:00,4/16/2014 17:39:13,laying,resting
2,4/16/2014 17:40:00,4/16/2014 17:41:13,laying,resting
2,4/16/2014 17:42:00,4/16/2014 17:43:13,laying,resting and some head movement
2,4/16/2014 17:44:00,4/16/2014 17:45:13,laying,resting and some head movement
2,4/16/2014 17:46:00,4/16/2014 17:47:13,sitting or laying,some head movement
2,4/16/2014 17:48:00,4/16/2014 17:49:13,sitting or laying,grooming and looking around
2,4/16/2014 17:50:00,4/16/2014 17:51:13,sitting or laying,"adjusting to lay down, resting and some head movement"
2,4/16/2014 17:52:00,4/16/2014 17:53:13,laying,resting and some head movement
2,4/16/2014 17:54:00,4/16/2014 17:55:13,laying,resting
2,4/16/2014 17:56:00,4/16/2014 17:57:13,laying,resting and some head movement
2,4/16/2014 17:58:00,4/16/2014 17:59:13,laying,resting
2,4/16/2014 18:00:00,4/16/2014 18:01:13,laying,resting
2,4/16/2014 18:02:00,4/16/2014 18:03:13,laying,resting
2,4/16/2014 18:04:00,4/16/2014 18:05:13,laying,resting
2,4/16/2014 18:06:00,4/16/2014 18:07:13,laying,resting
2,4/16/2014 18:08:00,4/16/2014 18:09:13,laying,resting
2,4/16/2014 18:10:00,4/16/2014 18:11:13,laying,resting
2,4/16/2014 18:12:00,4/16/2014 18:13:13,laying,resting
2,4/16/2014 18:14:00,4/16/2014 18:15:13,laying,resting
2,4/16/2014 18:16:00,4/16/2014 18:17:13,laying,resting
2,4/16/2014 18:18:00,4/16/2014 18:19:13,laying,resting
2,4/16/2014 18:20:00,4/16/2014 18:21:13,laying,resting
2,4/16/2014 18:22:00,4/16/2014 18:23:13,laying,resting
2,4/16/2014 18:24:00,4/16/2014 18:25:13,laying,resting
2,4/16/2014 18:26:00,4/16/2014 18:27:13,laying,resting
2,4/16/2014 18:28:00,4/16/2014 18:29:13,laying,resting
2,4/16/2014 18:30:00,4/16/2014 18:31:13,laying,resting
2,4/16/2014 18:32:00,4/16/2014 18:33:13,laying,resting
2,4/16/2014 18:34:00,4/16/2014 18:35:13,laying,resting and some head movement
2,4/16/2014 18:36:00,4/16/2014 18:37:13,laying,resting
2,4/16/2014 18:38:00,4/16/2014 18:39:13,laying,resting and some head movement
2,4/16/2014 18:40:00,4/16/2014 18:41:13,laying,resting and some head movement
2,4/16/2014 18:42:00,4/16/2014 18:43:13,laying,resting
2,4/16/2014 18:44:00,4/16/2014 18:45:13,laying,resting
2,4/16/2014 18:46:00,4/16/2014 18:47:13,laying,resting
2,4/16/2014 18:48:00,4/16/2014 18:49:13,laying,resting
2,4/16/2014 18:50:00,4/16/2014 18:51:13,laying,resting
2,4/16/2014 18:52:00,4/16/2014 18:53:13,laying,resting
2,4/16/2014 18:54:00,4/16/2014 18:55:13,laying,resting and looking around
2,4/16/2014 18:56:00,4/16/2014 18:57:13,laying,resting and adjusting
2,4/16/2014 18:58:00,4/16/2014 18:59:13,laying,resting
2,4/16/2014 19:00:00,4/16/2014 19:01:13,laying,resting
2,4/16/2014 19:02:00,4/16/2014 19:03:13,laying,resting
2,4/16/2014 19:04:00,4/16/2014 19:05:13,laying,resting
2,4/16/2014 19:06:00,4/16/2014 19:07:13,laying,looking around
2,4/16/2014 19:08:00,4/16/2014 19:09:13,sitting or laying,"looking around and licking snow, at end of clip walks over to adult male who appears to be eating something"
2,4/16/2014 19:10:00,4/16/2014 19:11:13,sitting or laying,licking snow and grooming
2,4/16/2014 19:12:00,4/16/2014 19:13:13,laying,resting and some head movement
2,4/16/2014 19:14:00,4/16/2014 19:15:13,laying,resting
2,4/16/2014 19:16:00,4/16/2014 19:17:13,laying,resting
2,4/16/2014 19:18:00,4/16/2014 19:19:13,mixed,"laying looking around, then gets up and briefly runs at another bear, then walks briefly before standing looking around"
2,4/16/2014 19:20:00,4/16/2014 19:21:13,walking,and standing watching adult male who's following then interacts with adult male (antagonistic)
2,4/16/2014 19:22:00,4/16/2014 19:23:13,walking,and smelling snow
2,4/16/2014 19:24:00,4/16/2014 19:25:13,walking,slow walking and smelling snow and briefly interacting with adult male
2,4/16/2014 19:26:00,4/16/2014 19:27:13,mixed,walking and stopping to smell snow and stick head in a crack in the ice
2,4/16/2014 19:28:00,4/16/2014 19:29:13,digging,digging at crack in the ice and looking around
2,4/16/2014 19:30:00,4/16/2014 19:31:13,mixed,"walking, standing looking around, and breaking up ice"
2,4/16/2014 19:32:00,4/16/2014 19:33:13,digging,digging in snow and eating snow and grooming
2,4/16/2014 19:34:00,4/16/2014 19:35:13,digging,digging in snow and head shake and walking at end of clip
2,4/16/2014 19:36:00,4/16/2014 19:37:13,walking,and standing investigating ice and smelling snow
2,4/16/2014 19:38:00,4/16/2014 19:39:13,walking,and investigating crack in ice and smelling snow
2,4/16/2014 19:40:00,4/16/2014 19:41:13,running and walking,running briefly
2,4/16/2014 19:42:00,4/16/2014 19:43:13,running and walking,and eating snow while walking
2,4/16/2014 19:44:00,4/16/2014 19:45:13,walking,and stopping to smell snow
2,4/16/2014 19:46:00,4/16/2014 19:47:13,walking,
2,4/16/2014 19:48:00,4/16/2014 19:49:13,laying,resting
2,4/16/2014 19:50:00,4/16/2014 19:51:13,laying,resting
2,4/16/2014 19:52:00,4/16/2014 19:53:13,laying,resting and some head movement
2,4/16/2014 19:54:00,4/16/2014 19:55:13,laying,resting
2,4/16/2014 19:56:00,4/16/2014 19:57:13,laying,resting and some head movement
2,4/16/2014 19:58:00,4/16/2014 19:59:13,laying,looking around
2,4/16/2014 20:00:00,4/16/2014 20:01:13,laying,looking around
2,4/16/2014 20:02:00,4/16/2014 20:03:13,laying,head movement and looking around and resting
2,4/16/2014 20:04:00,4/16/2014 20:05:13,laying,resting
2,4/16/2014 20:06:00,4/16/2014 20:07:13,laying,resting
2,4/16/2014 20:08:00,4/16/2014 20:09:13,laying,resting and some head movement
2,4/16/2014 20:10:00,4/16/2014 20:11:13,laying,resting
2,4/16/2014 20:12:00,4/16/2014 20:13:13,laying,some head movement
2,4/16/2014 20:14:00,4/16/2014 20:15:13,mixed,laying and looking around then stands up and walks for last 20 seconds of clip
2,4/16/2014 20:16:00,4/16/2014 20:17:13,running and walking,and stopping to look back
2,4/16/2014 20:18:00,4/16/2014 20:19:13,mixed,walking and standing to look back and look around
2,4/16/2014 20:20:00,4/16/2014 20:21:13,mixed,"standing looking around, walking, and jumping at ice along crack to break it"
2,4/16/2014 20:22:00,4/16/2014 20:23:13,walking,and stopping to smell snow
2,4/16/2014 20:24:00,4/16/2014 20:25:13,digging,digging out snow bank
2,4/16/2014 20:26:00,4/16/2014 20:27:13,walking,and eating snow while walking
2,4/16/2014 20:28:00,4/16/2014 20:29:13,running and walking,and stopping to smell snow
2,4/16/2014 20:30:00,4/16/2014 20:31:13,digging,digging in snow and smelling snow and stopping to look around and walking briefly
2,4/16/2014 20:32:00,4/16/2014 20:33:13,rolling in snow,
2,4/16/2014 20:34:00,4/16/2014 20:35:13,laying,resting and some head movement and looking around
2,4/16/2014 20:36:00,4/16/2014 20:37:13,laying,and adjusting and head movement
2,4/16/2014 20:38:00,4/16/2014 20:39:13,laying,resting
2,4/16/2014 20:40:00,4/16/2014 20:41:13,laying,resting
2,4/16/2014 20:42:00,4/16/2014 20:43:13,laying,resting
2,4/16/2014 20:44:00,4/16/2014 20:45:13,laying,resting and some head movement
2,4/16/2014 20:46:00,4/16/2014 20:47:13,laying,resting
2,4/16/2014 20:48:00,4/16/2014 20:49:13,laying,resting
2,4/16/2014 20:50:00,4/16/2014 20:51:13,laying,resting
2,4/16/2014 20:52:00,4/16/2014 20:53:13,laying,resting
2,4/16/2014 20:54:00,4/16/2014 20:55:13,laying,resting
2,4/16/2014 20:56:00,4/16/2014 20:57:13,laying,resting
2,4/16/2014 20:58:00,4/16/2014 20:59:13,laying,resting
2,4/16/2014 21:00:00,4/16/2014 21:00:33,laying,resting
2,4/16/2014 21:02:00,4/16/2014 21:02:33,laying,resting
2,4/16/2014 21:04:00,4/16/2014 21:04:33,laying,resting
2,4/16/2014 21:06:00,4/16/2014 21:06:33,laying,resting
2,4/16/2014 21:08:00,4/16/2014 21:08:33,laying,resting
2,4/16/2014 21:10:00,4/16/2014 21:10:33,laying,resting
2,4/16/2014 21:12:00,4/16/2014 21:12:33,laying,resting
2,4/16/2014 21:14:00,4/16/2014 21:14:33,laying,resting
2,4/16/2014 21:16:00,4/16/2014 21:16:33,laying,resting
2,4/16/2014 21:18:00,4/16/2014 21:18:33,laying,resting
2,4/16/2014 21:20:00,4/16/2014 21:20:33,laying,resting
2,4/16/2014 21:22:00,4/16/2014 21:22:33,laying,resting
2,4/16/2014 21:24:00,4/16/2014 21:24:33,laying,resting and some head movement
2,4/16/2014 21:26:00,4/16/2014 21:26:33,laying,resting
2,4/16/2014 21:28:00,4/16/2014 21:28:33,laying,resting
2,4/16/2014 21:30:00,4/16/2014 21:30:33,laying,resting
2,4/16/2014 21:32:00,4/16/2014 21:32:33,laying,resting
2,4/16/2014 21:34:00,4/16/2014 21:34:33,laying,resting
2,4/16/2014 21:36:00,4/16/2014 21:36:33,laying,resting
2,4/16/2014 21:38:00,4/16/2014 21:38:33,laying,resting
2,4/16/2014 21:40:00,4/16/2014 21:40:33,laying,resting
2,4/16/2014 21:42:00,4/16/2014 21:42:33,laying,resting
2,4/16/2014 21:44:00,4/16/2014 21:44:33,laying,resting
2,4/16/2014 21:46:00,4/16/2014 21:46:33,laying,resting
2,4/16/2014 21:48:00,4/16/2014 21:48:33,laying,resting
2,4/16/2014 21:50:00,4/16/2014 21:50:33,laying,resting
2,4/16/2014 21:52:00,4/16/2014 21:52:33,laying,resting and some head movement
2,4/16/2014 21:54:00,4/16/2014 21:54:33,laying,resting
2,4/16/2014 21:56:00,4/16/2014 21:56:33,laying,resting
2,4/16/2014 21:58:00,4/16/2014 21:58:33,laying,resting and some head movement
2,4/16/2014 22:00:00,4/16/2014 22:00:33,laying,resting
2,4/16/2014 22:02:00,4/16/2014 22:02:33,laying,resting
2,4/16/2014 22:04:00,4/16/2014 22:04:33,laying,resting
2,4/16/2014 22:06:00,4/16/2014 22:06:33,laying,looking around
2,4/16/2014 22:08:00,4/16/2014 22:08:33,laying,resting and some head movement
2,4/16/2014 22:10:00,4/16/2014 22:10:33,laying,resting
2,4/16/2014 22:12:00,4/16/2014 22:12:33,laying,resting
2,4/16/2014 22:14:00,4/16/2014 22:14:33,laying,resting
2,4/16/2014 22:16:00,4/16/2014 22:16:33,laying,resting
2,4/16/2014 22:18:00,4/16/2014 22:18:33,laying,resting
2,4/16/2014 22:20:00,4/16/2014 22:20:33,laying,resting
2,4/16/2014 22:22:00,4/16/2014 22:22:33,laying,resting
2,4/16/2014 22:24:00,4/16/2014 22:24:33,laying,resting
2,4/16/2014 22:26:00,4/16/2014 22:26:33,laying,resting
2,4/16/2014 22:28:00,4/16/2014 22:28:33,laying,resting
2,4/16/2014 22:30:00,4/16/2014 22:30:33,laying,resting
2,4/16/2014 22:32:00,4/16/2014 22:32:33,laying,resting
2,4/16/2014 22:34:00,4/16/2014 22:34:33,laying,resting
2,4/16/2014 22:36:00,4/16/2014 22:36:33,laying,resting
2,4/16/2014 22:38:00,4/16/2014 22:38:33,laying,resting
2,4/16/2014 22:40:00,4/16/2014 22:40:33,laying,resting
2,4/16/2014 22:42:00,4/16/2014 22:42:33,laying,resting
2,4/16/2014 22:44:00,4/16/2014 22:44:33,laying,resting
2,4/16/2014 22:46:00,4/16/2014 22:46:33,laying,resting
2,4/16/2014 22:48:00,4/16/2014 22:48:33,laying,resting
2,4/16/2014 22:50:00,4/16/2014 22:50:33,laying,resting
2,4/16/2014 22:52:00,4/16/2014 22:52:33,laying,resting
2,4/16/2014 22:54:00,4/16/2014 22:54:33,laying,resting
2,4/16/2014 22:56:00,4/16/2014 22:56:33,laying,resting and some head movement
2,4/16/2014 22:58:00,4/16/2014 22:58:33,laying,resting
2,4/16/2014 23:00:00,4/16/2014 23:00:33,laying,resting
2,4/16/2014 23:02:00,4/16/2014 23:02:33,laying,resting
2,4/16/2014 23:04:00,4/16/2014 23:04:33,laying,resting
2,4/16/2014 23:06:00,4/16/2014 23:06:33,laying,resting
2,4/16/2014 23:08:00,4/16/2014 23:08:33,laying,resting
2,4/16/2014 23:10:00,4/16/2014 23:10:33,laying,resting
2,4/16/2014 23:12:00,4/16/2014 23:12:33,laying,resting
2,4/16/2014 23:14:00,4/16/2014 23:14:33,laying,resting
2,4/16/2014 23:16:00,4/16/2014 23:16:33,laying,resting
2,4/16/2014 23:18:00,4/16/2014 23:18:33,laying,resting
2,4/16/2014 23:20:00,4/16/2014 23:20:33,laying,resting
2,4/16/2014 23:22:00,4/16/2014 23:22:33,laying,resting
2,4/16/2014 23:24:00,4/16/2014 23:24:33,laying,resting
2,4/16/2014 23:26:00,4/16/2014 23:26:33,laying,looking around
2,4/16/2014 23:28:00,4/16/2014 23:28:33,laying,resting
2,4/16/2014 23:30:00,4/16/2014 23:30:33,laying,looking around
2,4/16/2014 23:32:00,4/16/2014 23:32:33,laying,resting
2,4/16/2014 23:34:00,4/16/2014 23:34:33,laying,resting
2,4/16/2014 23:36:00,4/16/2014 23:36:33,laying,resting
2,4/16/2014 23:38:00,4/16/2014 23:38:33,laying,resting
2,4/16/2014 23:40:00,4/16/2014 23:40:33,laying,resting
2,4/16/2014 23:42:00,4/16/2014 23:42:33,laying,resting
2,4/16/2014 23:44:00,4/16/2014 23:44:33,laying,resting
2,4/16/2014 23:46:00,4/16/2014 23:46:33,laying,resting
2,4/16/2014 23:48:00,4/16/2014 23:48:33,laying,resting
2,4/16/2014 23:50:00,4/16/2014 23:50:33,laying,resting
2,4/16/2014 23:52:00,4/16/2014 23:52:33,laying,resting
2,4/16/2014 23:54:00,4/16/2014 23:54:33,laying,resting
2,4/16/2014 23:56:00,4/16/2014 23:56:33,laying,resting
2,4/16/2014 23:58:00,4/16/2014 23:58:33,laying,resting
2,4/17/2014 0:00:00,4/17/2014 0:00:33,laying,resting
2,4/17/2014 0:02:00,4/17/2014 0:02:33,laying,resting and some head movement
2,4/17/2014 0:04:00,4/17/2014 0:04:33,laying,resting
2,4/17/2014 0:06:00,4/17/2014 0:06:33,laying,resting
2,4/17/2014 0:08:00,4/17/2014 0:08:33,laying,resting
2,4/17/2014 0:10:00,4/17/2014 0:10:33,laying,resting
2,4/17/2014 0:12:00,4/17/2014 0:12:33,laying,resting
2,4/17/2014 0:14:00,4/17/2014 0:14:33,laying,resting
2,4/17/2014 0:16:00,4/17/2014 0:16:33,laying,resting
2,4/17/2014 0:18:00,4/17/2014 0:18:33,laying,resting and looking around
2,4/17/2014 0:20:00,4/17/2014 0:20:33,laying,resting
2,4/17/2014 0:22:00,4/17/2014 0:22:33,laying,resting
2,4/17/2014 0:24:00,4/17/2014 0:24:33,laying,resting
2,4/17/2014 0:26:00,4/17/2014 0:26:33,laying,resting
2,4/17/2014 0:28:00,4/17/2014 0:28:33,laying,resting
2,4/17/2014 0:30:00,4/17/2014 0:30:33,laying,resting
2,4/17/2014 0:32:00,4/17/2014 0:32:33,laying,resting
2,4/17/2014 0:34:00,4/17/2014 0:34:33,laying,resting
2,4/17/2014 0:36:00,4/17/2014 0:36:33,laying,resting and some head movement
2,4/17/2014 0:38:00,4/17/2014 0:38:33,laying,resting and some head movement
2,4/17/2014 0:40:00,4/17/2014 0:40:33,laying,resting
2,4/17/2014 0:42:00,4/17/2014 0:42:33,laying,resting and some head movement
2,4/17/2014 0:44:00,4/17/2014 0:44:33,laying,resting
2,4/17/2014 0:46:00,4/17/2014 0:46:33,laying,resting
2,4/17/2014 0:48:00,4/17/2014 0:48:33,laying,resting
2,4/17/2014 0:50:00,4/17/2014 0:50:33,laying,resting
2,4/17/2014 0:52:00,4/17/2014 0:52:33,laying,resting
2,4/17/2014 0:54:00,4/17/2014 0:54:33,laying,resting
2,4/17/2014 0:56:00,4/17/2014 0:56:33,laying,resting
2,4/17/2014 0:58:00,4/17/2014 0:58:33,laying,resting
2,4/17/2014 1:00:00,4/17/2014 1:00:33,laying,resting
2,4/17/2014 1:02:00,4/17/2014 1:02:33,laying,resting and some head movement
2,4/17/2014 1:04:00,4/17/2014 1:04:33,laying,resting
2,4/17/2014 1:06:00,4/17/2014 1:06:33,laying,resting
2,4/17/2014 1:08:00,4/17/2014 1:08:33,laying,resting
2,4/17/2014 1:10:00,4/17/2014 1:10:33,laying,resting and some head movement
2,4/17/2014 1:12:00,4/17/2014 1:12:33,laying,resting
2,4/17/2014 1:14:00,4/17/2014 1:14:33,laying,resting
2,4/17/2014 1:16:00,4/17/2014 1:16:33,laying,resting
2,4/17/2014 1:18:00,4/17/2014 1:18:33,laying,resting
2,4/17/2014 1:20:00,4/17/2014 1:20:33,laying,resting
2,4/17/2014 1:22:00,4/17/2014 1:22:33,laying,resting
2,4/17/2014 1:24:00,4/17/2014 1:24:33,laying,resting
2,4/17/2014 1:26:00,4/17/2014 1:26:33,laying,resting
2,4/17/2014 1:28:00,4/17/2014 1:28:33,laying,resting
2,4/17/2014 1:30:00,4/17/2014 1:30:33,laying,resting
2,4/17/2014 1:32:00,4/17/2014 1:32:33,laying,looking around
2,4/17/2014 1:34:00,4/17/2014 1:34:33,laying,looking around and resting
2,4/17/2014 1:36:00,4/17/2014 1:36:33,laying,resting and some head movement
2,4/17/2014 1:38:00,4/17/2014 1:38:33,laying,resting and some head movement
2,4/17/2014 1:40:00,4/17/2014 1:40:33,laying,resting
2,4/17/2014 1:42:00,4/17/2014 1:42:33,laying,resting
2,4/17/2014 1:44:00,4/17/2014 1:44:33,laying,resting
2,4/17/2014 1:46:00,4/17/2014 1:46:33,laying,resting
2,4/17/2014 1:48:00,4/17/2014 1:48:33,laying,resting
2,4/17/2014 1:50:00,4/17/2014 1:50:33,laying,resting
